sub_id,within_state_ps,between_state_ps,cluster,cluster_type,task_index
17,0.14094807059625658,0.13684351679909712,MTG,DMN,0.00410455379715946
18,0.3867523637242698,0.3689217444294747,MTG,DMN,0.017830619294795125
19,0.22604892473241223,0.16087061205591924,MTG,DMN,0.06517831267649299
20,0.16816984037330557,0.1531432420787032,MTG,DMN,0.015026598294602372
21,0.1560181664886789,0.15245343026113128,MTG,DMN,0.0035647362275476047
22,0.19215164802087512,0.18928447201712012,MTG,DMN,0.0028671760037549954
23,0.12611599045680477,0.10908241067447566,MTG,DMN,0.01703357978232911
24,0.40513496424702866,0.39116409820802744,MTG,DMN,0.013970866039001217
1,0.16473917170878594,0.048161666306183314,l-IPL2,DMN,0.11657750540260262
2,0.3536093400229737,0.35605699764633814,l-IPL2,DMN,-0.002447657623364463
3,0.18217182749471292,0.19466547621243613,l-IPL2,DMN,-0.01249364871772321
4,0.5493089961204145,0.5038606659189805,l-IPL2,DMN,0.04544833020143402
5,0.10308103384170758,0.1286680602205849,l-IPL2,DMN,-0.02558702637887733
6,0.5122229706774402,0.4268036173287116,l-IPL2,DMN,0.08541935334872858
7,0.4483356609011373,0.4060455278358363,l-IPL2,DMN,0.042290133065300994
8,0.14753840697565096,0.1680543123073224,l-IPL2,DMN,-0.02051590533167144
9,0.4018068253049258,0.340291954697345,l-IPL2,DMN,0.06151487060758076
10,0.23696867328114046,0.24470326760737288,l-IPL2,DMN,-0.0077345943262324135
11,0.15047820262893838,0.12137795709235277,l-IPL2,DMN,0.029100245536585606
12,0.27943606361267626,0.26204593019739936,l-IPL2,DMN,0.0173901334152769
13,0.21618471121944483,0.1449206391931533,l-IPL2,DMN,0.07126407202629154
14,0.2247823318385747,0.16341859262982295,l-IPL2,DMN,0.061363739208751766
15,0.13617544658745492,0.07346778533354087,l-IPL2,DMN,0.06270766125391405
16,0.34568481346017316,0.3414268461974396,l-IPL2,DMN,0.004257967262733531
17,0.26537979523948974,0.25935481003464034,l-IPL2,DMN,0.006024985204849398
