sub_id,within_state_ps,between_state_ps,cluster,cluster_type,vis_index
22,0.20573937004284637,0.2511939872708149,l-IPL2,DMN,-0.04545461722796851
23,0.1589009944390305,0.15478198616063193,l-IPL2,DMN,0.0041190082783985615
24,0.4879760269189891,0.4819848053198236,l-IPL2,DMN,0.0059912215991655415
1,1.1488250122024986,0.9626820294907211,r-ITG,CONT,0.18614298271177743
2,1.1050386596632356,0.7495410737253776,r-ITG,CONT,0.35549758593785796
3,0.9459115949764738,0.7321798268687663,r-ITG,CONT,0.21373176810770755
4,1.1094362716119015,0.20014266530544228,r-ITG,CONT,0.9092936063064592
5,0.71338710883954,0.6011365105927007,r-ITG,CONT,0.11225059824683936
6,1.0631102669949177,0.8874783794733652,r-ITG,CONT,0.17563188752155257
7,0.7318597475789322,0.12326369542266354,r-ITG,CONT,0.6085960521562687
8,1.1529036760796756,0.5341020048718179,r-ITG,CONT,0.6188016712078577
9,1.1033544004078792,0.48943595633133125,r-ITG,CONT,0.6139184440765479
10,0.792641764637039,0.302319435708988,r-ITG,CONT,0.49032232892805094
11,1.4272920370635134,1.040317398603282,r-ITG,CONT,0.3869746384602313
12,1.2022983099107114,1.1024121173703874,r-ITG,CONT,0.09988619254032405
13,1.0596505876448377,0.7438414721071642,r-ITG,CONT,0.31580911553767343
14,1.1859156118884733,0.8894078541282854,r-ITG,CONT,0.2965077577601879
15,0.8428499240745208,0.7025526781706553,r-ITG,CONT,0.1402972459038655
16,1.0554307441272024,0.938329068153272,r-ITG,CONT,0.1171016759739304
17,1.0227175263110693,0.38099585877588465,r-ITG,CONT,0.6417216675351847
18,1.4515960320267562,1.0596391692013598,r-ITG,CONT,0.39195686282539643
19,0.929864118212975,0.5580057324719174,r-ITG,CONT,0.37185838574105756
20,1.0052386430564875,0.586008336519524,r-ITG,CONT,0.41923030653696347
21,1.4311897826350535,1.2958380010798007,r-ITG,CONT,0.13535178155525274
22,1.1266698876878203,0.37651521750468364,r-ITG,CONT,0.7501546701831366
23,1.151568863063266,1.0858341140040455,r-ITG,CONT,0.06573474905922039
24,1.1515687907055632,0.39756633340262526,r-ITG,CONT,0.7540024573029379
